試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号,ERP見積番号,見積明細番号,期間開始日
QJ00682639,,,UX144V3,個,20,JPY,0,,2014-03-01,2019-02-28,,60,0,1,718166,1400,,,8000281934,,2014-03-01
QJ00682639,,,UX141G3,個,1,JPY,0,,2014-03-01,2019-02-28,,60,0,1,718166,1500,,,8000281934,,2014-03-01
QJ00684353,,,UX142G2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,684353,1100,,,8000282269,,2017-01-01
QJ00684353,,,UX142G2,個,1,JPY,0,,2018-01-01,2018-12-31,,12,12,1,684353,1200,,,8000282269,,2018-01-01
QJ00684956,,,UX142K3,個,1,JPY,0,,2014-03-03,2019-03-02,,60,0,1,684956,200,,,8000281806,,2014-03-03
QJ00684956,,,UX143W3,個,200,JPY,0,,2014-03-03,2019-03-02,,60,0,1,684956,300,,,8000281806,,2014-03-03
QJ00684956,,,UX141G3,個,1,JPY,0,,2014-03-03,2019-03-02,,60,0,1,684956,400,,,8000281806,,2014-03-03
QJ00691467,,,UX14413,個,1,JPY,0,,2014-03-01,2018-02-28,,48,0,1,691467,100,,,8000285575,,2014-03-01
QJ00692294,,,UX14413,個,1,JPY,0,,2014-02-01,2018-01-31,,48,0,1,692683,100,,,8000284637,,2014-02-01
QJ00698548,,,UX14413,個,1,JPY,0,,2014-03-01,2018-02-28,,48,0,1,698606,100,,,8000290822,,2014-03-01
QJ00699181,,,UX142K3,個,1,JPY,0,,2014-03-19,2019-03-18,,60,0,1,716465,1400,,,8000291325,,2014-03-19
QJ00699181,,,UX143T3,個,30,JPY,0,,2014-03-19,2019-03-18,,60,0,1,716465,1500,,,8000291325,,2014-03-19
QJ00699181,,,UX144Y3,個,50,JPY,0,,2014-03-19,2019-03-18,,60,0,1,716465,1600,,,8000291325,,2014-03-19
QJ00699181,,,UX144T3,個,4,JPY,0,,2014-03-19,2019-03-18,,60,0,1,716465,1700,,,8000291325,,2014-03-19
QJ00699181,,,UX141G3,個,1,JPY,0,,2014-03-19,2019-03-18,,60,0,1,716465,1800,,,8000291325,,2014-03-19
QJ00700736,,,UX144Y3,個,50,JPY,0,,2014-03-24,2019-03-31,,60,0,1,711985,800,,,8000291581,,2014-04-01
QJ00700736,,,UX142K3,個,1,JPY,0,,2014-03-24,2019-03-31,,60,0,1,711985,900,,,8000291581,,2014-04-01
QJ00704017,,,UX142E2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,704017,500,,,8000293210,,2017-04-01
QJ00704017,,,UX142E2,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,704017,600,,,8000293210,,2018-04-01
QJ00705653,,,UX142K3,個,1,JPY,0,,2014-03-01,2019-03-01,,60,0,1,708673,100,,,8000293775,,2014-03-02
QJ00705653,,,UX142N3,個,10,JPY,0,,2014-03-01,2019-03-01,,60,0,1,708673,200,,,8000293775,,2014-03-02
QJ00705653,,,UX143P3,個,3,JPY,0,,2014-03-01,2019-03-01,,60,0,1,708673,300,,,8000293775,,2014-03-02
QJ00705653,,,UX143P3,個,3,JPY,0,,2014-03-01,2019-02-28,,60,0,1,708673,400,,,8000293775,,2014-03-01
QJ00705653,,,UX142U3,個,10,JPY,0,,2014-03-01,2019-03-01,,60,0,1,708673,500,,,8000293775,,2014-03-02
QJ00705653,,,UX144S3,個,3,JPY,0,,2014-03-01,2019-03-01,,60,0,1,708673,600,,,8000293775,,2014-03-02
QJ00705653,,,UX144S3,個,3,JPY,0,,2014-03-01,2019-02-28,,60,0,1,708673,700,,,8000293775,,2014-03-01
QJ00706099,,,UX14413,個,1,JPY,0,,2014-03-01,2018-02-28,,48,0,1,706099,400,,,8000288525,,2014-03-01
QJ00707633,,,UX142K3,個,1,JPY,0,,2014-04-02,2019-04-01,,60,0,1,719702,400,,,8000294678,,2014-04-02
QJ00707633,,,UX143U3,個,40,JPY,0,,2014-04-02,2019-04-01,,60,0,1,719702,500,,,8000294678,,2014-04-02
QJ00707633,,,UX144X3,個,40,JPY,0,,2014-04-02,2019-04-01,,60,0,1,719702,600,,,8000294678,,2014-04-02
QJ00707633,,,UX141G3,個,1,JPY,0,,2014-04-02,2019-04-01,,60,0,1,719702,700,,,8000294678,,2014-04-02
QJ00708643,,,UX142E2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,708643,1200,,,8000294640,,2017-02-01
QJ00708643,,,UX142E2,個,1,JPY,0,,2018-02-01,2019-01-31,,12,12,1,708643,1300,,,8000294640,,2018-02-01
QJ00708643,,,UX142E2,個,1,JPY,0,,2019-02-01,2020-01-31,,12,12,1,708643,1400,,,8000294640,,2019-02-01
QJ00708698,,,UX143T3,個,30,JPY,0,,2014-04-01,2019-03-31,,60,0,1,721194,2100,,,8000290317,,2014-04-01
QJ00708887,,,UX142E2,個,1,JPY,0,,2014-04-01,2019-03-31,,60,0,1,712213,1100,,,8000295598,,2014-04-01
QJ00713384,,,UX142E2,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,720733,700,,,8000297919,,2015-04-01
QJ00714912,,,UX142E2,個,1,JPY,0,,2014-04-01,2019-03-31,,60,0,1,720584,500,,,8000260467,,2014-04-01
QJ00715596,,,UX142K3,個,1,JPY,0,,2014-02-01,2019-01-31,,60,0,1,720052,1000,,,8000298709,,2014-02-01
QJ00715596,,,UX142M3,個,1,JPY,0,,2014-02-01,2019-01-31,,60,0,1,720052,1100,,,8000298709,,2014-02-01
QJ00715596,,,UX143R3,個,5,JPY,0,,2014-02-01,2019-01-31,,60,0,1,720052,1200,,,8000298709,,2014-02-01
QJ00715596,,,UX142N3,個,10,JPY,0,,2014-02-01,2019-01-31,,60,0,1,720052,1300,,,8000298709,,2014-02-01
QJ00715596,,,UX142T3,個,1,JPY,0,,2014-02-01,2019-01-31,,60,0,1,720052,1400,,,8000298709,,2014-02-01
QJ00715596,,,UX144U3,個,5,JPY,0,,2014-02-01,2019-01-31,,60,0,1,720052,1500,,,8000298709,,2014-02-01
QJ00715596,,,UX142U3,個,10,JPY,0,,2014-02-01,2019-01-31,,60,0,1,720052,1600,,,8000298709,,2014-02-01
QJ00715596,,,UX141G3,個,1,JPY,0,,2014-02-01,2019-01-31,,60,0,1,720052,1700,,,8000298709,,2014-02-01
QJ00716456,,,UX142E2,個,1,JPY,0,,2014-03-27,2018-03-31,,48,0,1,716456,1700,,,8000298356,,2014-04-01
QJ00719172,,,UX14413,個,1,JPY,0,,2014-04-01,2018-03-30,,48,0,1,719172,400,,,8000296431,,2014-03-31
QJ00721207,,,UX142E2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,721207,800,,,8000300042,,2017-02-01
QJ00723810,,,UX142K3,個,1,JPY,0,,2014-04-07,2019-04-06,,60,0,1,723810,100,,,8000293236,,2014-04-07
QJ00723810,,,UX143T3,個,30,JPY,0,,2014-04-07,2019-04-06,,60,0,1,723810,200,,,8000293236,,2014-04-07
QJ00723810,,,UX143R3,個,5,JPY,0,,2014-04-07,2019-04-06,,60,0,1,723810,300,,,8000293236,,2014-04-07
QJ00723810,,,UX141G3,個,1,JPY,0,,2014-04-07,2019-04-06,,60,0,1,723810,400,,,8000293236,,2014-04-07
QJ00724492,,,UX142K3,個,1,JPY,0,,2014-04-01,2019-03-31,,60,0,1,727503,100,,,8000294839,,2014-04-01
QJ00724492,,,UX143S3,個,20,JPY,0,,2014-04-01,2019-03-31,,60,0,1,727503,200,,,8000294839,,2014-04-01
QJ00724492,,,UX143R3,個,5,JPY,0,,2014-04-01,2019-03-31,,60,0,1,727503,300,,,8000294839,,2014-04-01
QJ00724492,,,UX141G3,個,1,JPY,0,,2014-04-01,2019-03-31,,60,0,1,727503,400,,,8000294839,,2014-04-01
QJ00726578,,,UX142N3,個,10,JPY,0,,2014-05-01,2019-04-30,,60,0,1,741795,1400,,,8000302169,,2014-05-01
QJ00726578,,,UX143R3,個,5,JPY,0,,2014-05-01,2019-04-30,,60,0,1,741795,1500,,,8000302169,,2014-05-01
QJ00726578,,,UX144V3,個,20,JPY,0,,2014-05-01,2019-04-30,,60,0,1,741795,1600,,,8000302169,,2014-05-01
QJ00726578,,,UX141G3,個,1,JPY,0,,2014-05-01,2019-04-30,,60,0,1,741795,1700,,,8000302169,,2014-05-01
QJ00726578,,,UX142K3,個,1,JPY,0,,2014-05-01,2019-04-30,,60,0,1,741795,1800,,,8000302169,,2014-05-01
QJ00727047,,,UX14413,個,1,JPY,0,,2014-04-01,2018-03-31,,48,0,1,727047,400,,,8000303240,,2014-04-01
QJ00727667,,,UX14413,個,1,JPY,0,,2014-04-01,2018-03-31,,48,0,1,727667,400,,,8000300807,,2014-04-01
QJ00731484,,,UX14413,個,1,JPY,0,,2014-04-01,2018-03-31,,48,0,1,731484,100,,,8000304364,,2014-04-01
QJ00732894,,,UX142K3,個,1,JPY,0,,2014-05-01,2019-04-30,,60,0,1,733086,200,,,8000287471,,2014-05-01
QJ00732894,,,UX142P3,個,100,JPY,0,,2014-05-01,2019-04-30,,60,0,1,733086,300,,,8000287471,,2014-05-01
QJ00732894,,,UX143V3,個,50,JPY,0,,2014-05-01,2019-04-30,,60,0,1,733086,400,,,8000287471,,2014-05-01
QJ00732894,,,UX142V3,個,100,JPY,0,,2014-05-01,2019-04-30,,60,0,1,733086,500,,,8000287471,,2014-05-01
QJ00732894,,,UX141G3,個,1,JPY,0,,2014-05-01,2019-04-30,,60,0,1,733086,600,,,8000287471,,2014-05-01
QJ00742540,,,UX142E2,個,1,JPY,0,,2014-05-01,2018-04-30,,48,0,1,742540,400,,,8000309293,,2014-05-01
QJ00743990,,,UX14762,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,743990,1200,,,8000310194,,2017-04-01
QJ00743990,,,UX14762,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,743990,1300,,,8000310194,,2018-04-01
QJ00743990,,,UX142E2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,743990,1700,,,8000310194,,2017-04-01
QJ00743990,,,UX142E2,個,1,JPY,0,,2018-04-01,2019-03-31,,12,12,1,743990,1800,,,8000310194,,2018-04-01
QJ00744671,,,UX142K3,個,1,JPY,0,,2014-06-01,2019-05-31,,60,0,1,1072090,100,,,8000307258,,2014-06-01
QJ00744671,,,UX142P3,個,100,JPY,0,,2014-06-01,2019-05-31,,60,0,1,1072090,200,,,8000307258,,2014-06-01
QJ00744671,,,UX143T3,個,30,JPY,0,,2014-06-01,2019-05-31,,60,0,1,1072090,300,,,8000307258,,2014-06-01
QJ00744671,,,UX142V3,個,100,JPY,0,,2014-06-01,2019-05-31,,60,0,1,1072090,400,,,8000307258,,2014-06-01
QJ00744671,,,UX141G3,個,1,JPY,0,,2014-06-01,2019-05-31,,60,0,1,1072090,500,,,8000307258,,2014-06-01
QJ00744671,,,UX142G2,個,1,JPY,0,,2014-06-01,2019-05-31,,60,0,1,1072090,600,,,8000307258,,2014-06-01
QJ00744671,,,UX14293,個,1,JPY,0,,2014-06-01,2019-05-31,,60,0,1,1072090,700,,,8000307258,,2014-06-01
QJ00744945,,,UX14413,個,1,JPY,0,,2014-05-02,2018-05-01,,48,0,1,746303,100,,,8000311357,,2014-05-02
QJ00753993,,,UX14413,個,1,JPY,0,,2014-06-01,2018-05-31,,48,0,1,753993,400,,,8000314031,,2014-06-01
QJ00760074,,,UX14413,個,1,JPY,0,,2014-06-01,2018-05-31,,48,0,1,760074,400,,,8000312734,,2014-06-01
QJ00760085,,,UX142E2,個,1,JPY,0,,2014-06-01,2018-05-31,,48,0,1,760085,400,,,8000318238,,2014-06-01
QJ00761085,,,UX142E2,個,1,JPY,0,,2014-06-01,2018-05-31,,48,0,1,761085,1200,,,8000317273,,2014-06-01
QJ00762091,,,UX141A3,個,1,JPY,0,,2014-04-01,2019-03-31,,60,0,1,762091,100,,,8000314524,,2014-04-01
QJ00762091,,,UX14395,個,1,JPY,0,,2014-04-01,2019-03-31,,60,0,1,762091,200,,,8000314524,,2014-04-01
QJ00764791,,,UX14413,個,1,JPY,0,,2014-06-03,2018-05-31,,48,0,1,764840,100,,,8000317692,,2014-06-01
QJ00766700,,,UX142K3,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,774762,200,,,8000316374,,2014-07-01
QJ00766700,,,UX142P3,個,100,JPY,0,,2014-07-01,2019-06-30,,60,0,1,774762,300,,,8000316374,,2014-07-01
QJ00766700,,,UX143V3,個,50,JPY,0,,2014-07-01,2019-06-30,,60,0,1,774762,400,,,8000316374,,2014-07-01
QJ00766700,,,UX144W3,個,30,JPY,0,,2014-07-01,2019-06-30,,60,0,1,774762,500,,,8000316374,,2014-07-01
QJ00766700,,,UX141G3,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,774762,600,,,8000316374,,2014-07-01
QJ00767308,,,UX14413,個,1,JPY,0,,2014-06-01,2018-05-31,,48,0,1,767308,500,,,8000320595,,2014-06-01
QJ00767546,,,UX142E2,個,1,JPY,0,,2014-07-01,2018-06-30,,48,0,1,767546,400,,,8000318270,,2014-07-01
QJ00771128,,,UX142K3,個,1,JPY,0,,2014-06-23,2019-06-22,,60,0,1,778040,2600,,,8000323966,,2014-06-23
QJ00771128,,,UX143S3,個,20,JPY,0,,2014-06-23,2019-06-22,,60,0,1,778040,2700,,,8000323966,,2014-06-23
QJ00771128,,,UX144S3,個,3,JPY,0,,2014-06-23,2019-06-22,,60,0,1,778040,2800,,,8000323966,,2014-06-23
QJ00771128,,,UX141G3,個,1,JPY,0,,2014-06-23,2019-06-22,,60,0,1,778040,2900,,,8000323966,,2014-06-23
QJ00773334,,,UX14413,個,1,JPY,0,,2014-08-01,2018-07-31,,48,0,1,773548,100,,,8000324482,,2014-08-01
QJ00775535,,,UX14233,個,1,JPY,0,,2014-06-30,2020-06-30,,72,0,1,784413,2100,,,8000305433,,2014-07-01
QJ00775535,,,UX14243,個,1,JPY,0,,2014-06-30,2020-06-30,,72,0,1,784413,2200,,,8000305433,,2014-07-01
QJ00775535,,,UX14253,個,1,JPY,0,,2014-06-30,2020-06-30,,72,0,1,784413,2400,,,8000305433,,2014-07-01
QJ00775535,,,UX14373,個,1,JPY,0,,2015-06-30,2020-06-30,,60,0,1,784413,2700,,,8000305433,,2015-07-01
QJ00775535,,,UX14043,個,1,JPY,0,,2014-06-30,2020-06-30,,72,0,1,784413,2800,,,8000305433,,2014-07-01
QJ00775949,,,UX142E2,個,1,JPY,0,,2014-07-17,2019-07-16,,60,0,1,783887,800,,,8000321944,,2014-07-17
QJ00777683,,,UX141G3,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,781993,300,,,8000322366,,2014-07-01
QJ00777683,,,UX142K3,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,781993,400,,,8000322366,,2014-07-01
QJ00777683,,,UX142N3,個,10,JPY,0,,2014-07-01,2019-06-30,,60,0,1,781993,500,,,8000322366,,2014-07-01
QJ00777683,,,UX143R3,個,5,JPY,0,,2014-07-01,2019-06-30,,60,0,1,781993,600,,,8000322366,,2014-07-01
QJ00777683,,,UX143N3,個,2,JPY,0,,2014-07-01,2019-06-30,,60,0,1,781993,700,,,8000322366,,2014-07-01
QJ00777683,,,UX142U3,個,10,JPY,0,,2014-07-01,2019-06-30,,60,0,1,781993,800,,,8000322366,,2014-07-01
QJ00777683,,,UX144U3,個,5,JPY,0,,2014-07-01,2019-06-30,,60,0,1,781993,900,,,8000322366,,2014-07-01
QJ00777683,,,UX144R3,個,2,JPY,0,,2014-07-01,2019-06-30,,60,0,1,781993,1000,,,8000322366,,2014-07-01
QJ00778774,,,UX14413,個,1,JPY,0,,2014-07-01,2018-06-30,,48,0,1,778774,500,,,8000324278,,2014-07-01
QJ00779284,,,UX142K3,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,779437,200,,,8000314223,,2014-07-01
QJ00779284,,,UX143V3,個,50,JPY,0,,2014-07-01,2019-06-30,,60,0,1,779437,300,,,8000314223,,2014-07-01
QJ00779284,,,UX144X3,個,40,JPY,0,,2014-07-01,2019-06-30,,60,0,1,779437,400,,,8000314223,,2014-07-01
QJ00779284,,,UX141G3,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,779437,500,,,8000314223,,2014-07-01
QJ00779620,,,UX142E2,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,786377,1700,,,8000327649,,2014-07-01
QJ00779620,,,UX142K3,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,786377,4200,,,8000327649,,2014-07-01
QJ00779620,,,UX143X3,個,300,JPY,0,,2014-07-01,2019-06-30,,60,0,1,786377,4300,,,8000327649,,2014-07-01
QJ00779620,,,UX141G3,個,1,JPY,0,,2014-07-01,2019-06-30,,60,0,1,786377,4400,,,8000327649,,2014-07-01
QJ00784254,,,UX14413,個,1,JPY,0,,2015-01-01,2018-12-31,,48,0,1,784254,500,,,8000326670,,2015-01-01
QJ00793342,,,UX142K3,個,1,JPY,0,,2014-08-01,2019-07-31,,60,0,1,793844,300,,,8000329468,,2014-08-01
QJ00793342,,,UX143T3,個,30,JPY,0,,2014-08-01,2019-07-31,,60,0,1,793844,400,,,8000329468,,2014-08-01
QJ00793342,,,UX143R3,個,5,JPY,0,,2014-08-01,2019-07-31,,60,0,1,793844,500,,,8000329468,,2014-08-01
QJ00793342,,,UX142M3,個,1,JPY,0,,2014-08-01,2019-07-31,,60,0,1,793844,600,,,8000329468,,2014-08-01
QJ00793342,,,UX144V3,個,20,JPY,0,,2014-08-01,2019-07-31,,60,0,1,793844,700,,,8000329468,,2014-08-01
QJ00793342,,,UX144R3,個,2,JPY,0,,2014-08-01,2019-07-31,,60,0,1,793844,800,,,8000329468,,2014-08-01
QJ00793342,,,UX141G3,個,1,JPY,0,,2014-08-01,2019-07-31,,60,0,1,793844,900,,,8000329468,,2014-08-01
QJ00796388,,,UX142E2,個,1,JPY,0,,2014-08-01,2018-07-31,,48,0,1,796388,400,,,8000334615,,2014-08-01
QJ00800600,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,800716,200,,,8000319241,,2014-09-01
QJ00800600,,,UX143T3,個,30,JPY,0,,2014-09-01,2019-08-31,,60,0,1,800716,300,,,8000319241,,2014-09-01
QJ00800600,,,UX144V3,個,20,JPY,0,,2014-09-01,2019-08-31,,60,0,1,800716,400,,,8000319241,,2014-09-01
QJ00800600,,,UX144U3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,800716,500,,,8000319241,,2014-09-01
QJ00800600,,,UX144R3,個,2,JPY,0,,2014-09-01,2019-08-31,,60,0,1,800716,600,,,8000319241,,2014-09-01
QJ00800600,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,800716,700,,,8000319241,,2014-09-01
QJ00800894,,,UX141G3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,845298,500,,,8000326159,,2014-10-01
QJ00800894,,,UX142K3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,845298,600,,,8000326159,,2014-10-01
QJ00800894,,,UX143V3,個,50,JPY,0,,2014-10-01,2019-09-30,,60,0,1,845298,700,,,8000326159,,2014-10-01
QJ00800894,,,UX143T3,個,30,JPY,0,,2014-10-01,2019-09-30,,60,0,1,845298,800,,,8000326159,,2014-10-01
QJ00800894,,,UX144Y3,個,50,JPY,0,,2014-10-01,2019-09-30,,60,0,1,845298,900,,,8000326159,,2014-10-01
QJ00800894,,,UX144W3,個,30,JPY,0,,2014-10-01,2019-09-30,,60,0,1,845298,1000,,,8000326159,,2014-10-01
QJ00802740,,,UX14413,個,1,JPY,0,,2015-09-01,2019-08-31,,48,0,1,815753,2000,,,8000335176,,2015-09-01
QJ00807867,,,UX142K3,個,1,JPY,0,,2014-08-19,2019-08-18,,60,0,1,819532,2500,,,8000339132,,2014-08-19
QJ00807867,,,UX143T3,個,30,JPY,0,,2014-08-19,2019-08-18,,60,0,1,819532,2600,,,8000339132,,2014-08-19
QJ00807867,,,UX144U3,個,5,JPY,0,,2014-08-19,2019-08-18,,60,0,1,819532,2700,,,8000339132,,2014-08-19
QJ00807867,,,UX141G3,個,1,JPY,0,,2014-08-19,2019-08-18,,60,0,1,819532,2800,,,8000339132,,2014-08-19
QJ00810138,,,UX141E3,個,1,JPY,0,,2014-08-01,2019-07-31,,60,0,1,810208,100,,,8000341264,,2014-08-01
QJ00810138,,,UX144Y3,個,50,JPY,0,,2014-08-01,2019-07-31,,60,0,1,810208,200,,,8000341264,,2014-08-01
QJ00810138,,,UX142U3,個,10,JPY,0,,2014-08-01,2019-07-31,,60,0,1,810208,300,,,8000341264,,2014-08-01
QJ00813989,,,UX148H3,個,1,JPY,0,,2014-08-01,2021-07-31,,84,0,1,845507,1600,,,8000342995,,2014-08-01
QJ00814014,,,UX14413,個,1,JPY,0,,2014-08-01,2018-07-31,,48,0,1,814014,400,,,8000338085,,2014-08-01
QJ00820226,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,820226,900,,,8000345825,,2014-09-01
QJ00820226,,,UX142N3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,820226,1000,,,8000345825,,2014-09-01
QJ00820226,,,UX143R3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,820226,1100,,,8000345825,,2014-09-01
QJ00820226,,,UX142U3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,820226,1200,,,8000345825,,2014-09-01
QJ00820226,,,UX144U3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,820226,1300,,,8000345825,,2014-09-01
QJ00820226,,,UX144T3,個,4,JPY,0,,2014-09-01,2019-08-31,,60,0,1,820226,1400,,,8000345825,,2014-09-01
QJ00820226,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,820226,1500,,,8000345825,,2014-09-01
QJ00820351,,,UX142E2,個,1,JPY,0,,2014-08-29,2019-08-28,,60,0,1,827700,700,,,8000346069,,2014-08-29
QJ00820351,,,UX142K3,個,1,JPY,0,,2014-08-20,2019-08-19,,60,0,1,827700,1000,,,8000346069,,2014-08-20
QJ00820351,,,UX142U3,個,10,JPY,0,,2014-08-20,2019-08-19,,60,0,1,827700,1100,,,8000346069,,2014-08-20
QJ00820351,,,UX144T3,個,4,JPY,0,,2014-08-20,2019-08-19,,60,0,1,827700,1200,,,8000346069,,2014-08-20
QJ00820351,,,UX141G3,個,1,JPY,0,,2014-08-20,2019-08-19,,60,0,1,827700,1300,,,8000346069,,2014-08-20
QJ00820628,,,UX14413,個,1,JPY,0,,2015-08-21,2019-08-20,,48,0,1,821669,3700,,,8000345288,,2015-08-21
QJ00821852,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,821852,100,,,8000335266,,2014-09-01
QJ00821852,,,UX143S3,個,20,JPY,0,,2014-09-01,2019-08-31,,60,0,1,821852,200,,,8000335266,,2014-09-01
QJ00821852,,,UX142M3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,821852,300,,,8000335266,,2014-09-01
QJ00821852,,,UX144V3,個,20,JPY,0,,2014-09-01,2019-08-31,,60,0,1,821852,400,,,8000335266,,2014-09-01
QJ00821852,,,UX144T3,個,4,JPY,0,,2014-09-01,2019-08-31,,60,0,1,821852,500,,,8000335266,,2014-09-01
QJ00821852,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,821852,600,,,8000335266,,2014-09-01
QJ00821864,,,UX141C3,個,1,JPY,0,,2014-08-27,2019-08-26,,60,0,1,827395,2500,,,8000347979,,2014-08-27
QJ00821864,,,UX14782,個,1,JPY,0,,2014-08-27,2019-08-26,,60,0,1,827395,2700,,,8000347979,,2014-08-27
QJ00822016,,,UX14413,個,1,JPY,0,,2014-09-01,2018-08-31,,48,0,1,822016,100,,,8000347496,,2014-09-01
QJ00825228,,,UX14413,個,1,JPY,0,,2014-09-01,2018-08-31,,48,0,1,825228,1200,,,8000349698,,2014-09-01
QJ00825414,,,UX142K3,個,1,JPY,0,,2014-09-03,2019-09-02,,60,0,1,825414,300,,,8000320444,,2014-09-03
QJ00825414,,,UX143U3,個,40,JPY,0,,2014-09-03,2019-09-02,,60,0,1,825414,400,,,8000320444,,2014-09-03
QJ00825414,,,UX144Y3,個,50,JPY,0,,2014-09-03,2019-09-02,,60,0,1,825414,500,,,8000320444,,2014-09-03
QJ00825414,,,UX141G3,個,1,JPY,0,,2014-09-03,2019-09-02,,60,0,1,825414,600,,,8000320444,,2014-09-03
QJ00825974,,,UX14413,個,1,JPY,0,,2015-08-01,2019-07-31,,48,0,1,826035,100,,,8000340892,,2015-08-01
QJ00827487,,,UX14413,個,1,JPY,0,,2015-09-01,2019-08-31,,48,0,1,827487,600,,,8000350513,,2015-09-01
QJ00828014,,,UX149R1,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828014,300,,,8000351090,,2014-09-01
QJ00828014,,,UX14413,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828014,400,,,8000351090,,2014-09-01
QJ00828014,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828014,500,,,8000351090,,2014-09-01
QJ00828014,,,UX143Q3,個,4,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828014,600,,,8000351090,,2014-09-01
QJ00828014,,,UX144U3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828014,700,,,8000351090,,2014-09-01
QJ00828014,,,UX142T3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828014,800,,,8000351090,,2014-09-01
QJ00828014,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828014,900,,,8000351090,,2014-09-01
QJ00828227,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828227,300,,,8000351404,,2014-09-01
QJ00828227,,,UX143T3,個,30,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828227,400,,,8000351404,,2014-09-01
QJ00828227,,,UX142U3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828227,500,,,8000351404,,2014-09-01
QJ00828227,,,UX144R3,個,2,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828227,600,,,8000351404,,2014-09-01
QJ00828227,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,828227,700,,,8000351404,,2014-09-01
QJ00832855,,,UX142K3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,832855,300,,,8000353761,,2014-10-01
QJ00832855,,,UX142N3,個,10,JPY,0,,2014-10-01,2019-09-30,,60,0,1,832855,400,,,8000353761,,2014-10-01
QJ00832855,,,UX142U3,個,10,JPY,0,,2014-10-01,2019-09-30,,60,0,1,832855,500,,,8000353761,,2014-10-01
QJ00832855,,,UX141G3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,832855,600,,,8000353761,,2014-10-01
QJ00833607,,,UX141G3,個,1,JPY,0,,2014-09-11,2019-09-10,,60,0,1,849415,1100,,,8000353035,,2014-09-11
QJ00833607,,,UX142K3,個,1,JPY,0,,2014-09-11,2019-09-10,,60,0,1,849415,1200,,,8000353035,,2014-09-11
QJ00836087,,,UX142F2,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,851647,800,,,8000355880,,2014-09-01
QJ00836087,,,UX143S3,個,20,JPY,0,,2014-09-01,2019-08-31,,60,0,1,851647,900,,,8000355880,,2014-09-01
