success,id,accountId,accountNumber,accountName,invoiceOwnerAccountId,invoiceOwnerAccountNumber,invoiceOwnerAccountName,subscriptionNumber,termType,invoiceSeparately,contractEffectiveDate,serviceActivationDate,customerAcceptanceDate,subscriptionStartDate,termStartDate,termEndDate,initialTerm,initialTermPeriodType,currentTerm,currentTermPeriodType,autoRenew,renewalSetting,renewalTerm,renewalTermPeriodType,contractedMrr,totalContractedValue,notes,status,QuoteNumber__QT,QuoteBusinessType__QT,ParentSubscriptionNumber__c,OpportunityName__QT,OrderNumber__c,OpportunityCloseDate__QT,AutoRenewVersion__c,ServiceStartDate__c,CpqBundleJsonId__QT,ProcessStatus__c,QuoteType__QT,OrderDetailsNumber__c,NeTTSSyncFlag__c,record_Id,id,productId,productName,productSku,productRatePlanId,ratePlanName,ParentCode__c,BillingFlag__c,NeTTSProduct__c,ProductCode__c,NeTTSUnit__c,ratePlans_Id,record_Id,id,originalChargeId,productRatePlanChargeId,number,name,type,model,uom,version,pricingSummary,priceChangeOption,priceIncreasePercentage,currency,price,tiers,includedUnits,overagePrice,discountPercentage,discountAmount,applyDiscountTo,discountLevel,discountClass,billingDay,listPriceBase,billingPeriod,specificBillingPeriod,billingTiming,billingPeriodAlignment,quantity,smoothingModel,numberOfPeriods,overageCalculationOption,overageUnusedUnitsCreditOption,unusedUnitsCreditRates,usageRecordRatingOption,segment,effectiveStartDate,effectiveEndDate,processedThroughDate,chargedThroughDate,done,triggerDate,triggerEvent,endDateCondition,upToPeriodsType,upToPeriods,specificEndDate,mrr,dmrc,tcv,dtcv,description,UserPrice__c,ratePlans_Id,tier,startingUnit,endingUnit,price,priceFormat,ratePlanCharges_Id,tier,startingUnit,endingUnit,price,priceFormat
TRUE,2c92c0f85d7d53d6015d83a201d86564,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002711,TERMED,FALSE,2017-03-29,,,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01514885,,,,1514885,,0,,,2,,300,0,0,2c92c0f85d7d53d6015d83a201ee6568,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f95d59763e015d63c8cc15187b,UX144H5 医療行政ニュース,UX144H5,FALSE,0,LGCY04,0,0,0,2c92c0f85d7d53d6015d83a201f76569,2c92c0f85d7d53d6015d83a201f76569,2c92c0f95d59763e015d63c8cc20187d,C-00002718,医療行政ニュース,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d3015d83a20c6b3572,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002712,TERMED,FALSE,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01514885,,,,1514885,,0,,,2,,300,1,0,2c92c0f85d7d53d3015d83a20c823576,2c92c0f95d4e8c14015d58a9b4037dfc,品目【セキュア】,SKU-00000018,2c92c0f95d59763e015d645ddea403ca,UX144H5 ウイルス対策サービス,UX144H5,FALSE,0,UXA40T7,0,0,0,2c92c0f85d7d53d3015d83a20c8b3577,2c92c0f85d7d53d3015d83a20c8b3577,2c92c0f95d59763e015d645ddeaf03cc,C-00002719,ウイルス対策サービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2017-03-29,2022-03-29,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a214c36488,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,1000026169,A00000369,アルフレッサ株式会社,A-S00002713,TERMED,FALSE,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01514885,,,,1514885,,0,,,2,,300,1,0,2c92c0f85d7d5425015d83a214d9648d,2c92c0f85d59652c015d64af57f0553f,品目【DBA】,SKU-00000045,2c92c0f95d59763e015d64dc75505fd1,UX144H5 DATABANK　UNITEA　Bプラン（月度超過課金）,UX144H5,TRUE,0,UX14053,0,0,0,2c92c0f85d7d5425015d83a214e3648e,2c92c0f85d7d5425015d83a214e3648e,2c92c0f95d59763e015d64dc755f5fd3,C-00002720,DATABANK　UNITEA　Bプラン（月度超過課金）,Usage,Tiered,MB,1,0 to 1024 MB: JPY0 flat fee;  1025 to 2048 MB: JPY10/MB,NoChange,,JPY,,0,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,2017-03-29,2022-03-29,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,,,0,1,0,1024,0,FlatFee,0,2,1025,2048,9,PerUnit
TRUE,2c92c0f85d7d53d3015d83a22d983611,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002714,TERMED,FALSE,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01514885,,,,1514885,,0,,,2,,300,1,0,2c92c0f85d7d53d3015d83a22daf3615,2c92c0f85d4e95ae015d588897b80008,品目【保守】,SKU-00000016,2c92c0f95d59763e015d64e37c377097,UX144H5 部品保証　通常,UX144H5,FALSE,0,PARTS,0,0,0,2c92c0f85d7d53d3015d83a22db83616,2c92c0f85d7d53d3015d83a22db83616,2c92c0f95d59763e015d64e37c427099,C-00002721,部品保証　通常,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2017-03-29,2022-03-29,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d3015d83a23c393626,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002715,TERMED,FALSE,2017-03-29,,,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01514885,,,,1514885,,0,,,2,,300,0,0,2c92c0f85d7d53d3015d83a23c4f362a,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f95d59764d015d5fe11c29386a,UX144H5 プリントサービス,UX144H5,FALSE,0,PRINT01,0,0,0,2c92c0f85d7d53d3015d83a23c58362b,2c92c0f85d7d53d3015d83a23c58362b,2c92c0f95d59764d015d5fe11c35386c,C-00002722,プリントサービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,別途課金,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a248786580,2c92c0f95d7d612e015d8370d492318e,A00000368,真浦クリニック,,A00000369,アルフレッサ株式会社,A-S00002716,TERMED,FALSE,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2017-03-29,2022-03-29,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01514885,,,,1514885,,0,,,2,,300,1,0,2c92c0f85d7d5425015d83a2488c6584,2c92c0f95d59763b015d63ff8d673b9e,お任せ【CR更新用】,SKU-00000032,2c92c0f95d59764d015d64039c444bb7,infomity CR お任せ Bﾌﾟﾗﾝ更新用 (6年目以降) 定額料金,,FALSE,0,UX144H5,0,0,0,2c92c0f85d7d5425015d83a248966585,2c92c0f85d7d5425015d83a248966585,2c92c0f95d59764d015d64039c4d4bb9,C-00002723,infomity CR お任せ Bﾌﾟﾗﾝ更新用 (6年目以降) 定額料金,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2017-03-29,2022-03-29,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a265df65c3,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002717,TERMED,FALSE,2016-08-01,,,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01342549,,,,1342549,,0,,,2,,2100,0,0,2c92c0f85d7d5425015d83a265f665c7,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f85d5964da015d5fe348bf1bea,UX141F5 プリントサービス,UX141F5,FALSE,0,PRINT01,0,0,0,2c92c0f85d7d5425015d83a2660065c8,2c92c0f85d7d5425015d83a2660065c8,2c92c0f85d5964da015d5fe348c91bec,C-00002724,プリントサービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,別途課金,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d3015d83a270333678,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002718,TERMED,FALSE,2016-08-01,,,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01342549,,,,1342549,,0,,,2,,2100,0,0,2c92c0f85d7d53d3015d83a27049367c,2c92c0f95d4e8c14015d549437fd70f0,品目【課金】,SKU-00000008,2c92c0f85d5964da015d64a31c9e31c8,UX141F5 UNITEA胸部骨減弱処理（BS）,UX141F5,TRUE,0,UX14AAL,0,0,0,2c92c0f85d7d53d3015d83a27057367d,2c92c0f85d7d53d3015d83a27057367d,2c92c0f85d5964da015d64a31ca931ca,C-00002725,UNITEA胸部骨減弱処理（BS）,Usage,PerUnit,License,1,JPY5000/License,NoChange,,JPY,5000,,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,従量課金,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d6015d83a2854b66a0,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002719,TERMED,FALSE,2016-08-01,2017-08-01,2017-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01342549,,,,1342549,,0,,,2,,2100,0,0,2c92c0f85d7d53d6015d83a2856c66a4,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f85d5964dc015d63d49a026203,UX141F5 医療行政ニュース,UX141F5,FALSE,0,LGCY04,0,0,0,2c92c0f85d7d53d6015d83a2857866a5,2c92c0f85d7d53d6015d83a2857866a5,2c92c0f85d5964dc015d63d49a0d6205,C-00002726,医療行政ニュース,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a28ed3663f,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002720,TERMED,FALSE,2016-08-01,,,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01342549,,,,1342549,,0,,,2,,2100,0,0,2c92c0f85d7d5425015d83a28ee96643,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f85d5964dc015d641e65f028ad,UX141F5 遠隔読影支援サービス,UX141F5,FALSE,0,READINGIMAGE,0,0,0,2c92c0f85d7d5425015d83a28ef36644,2c92c0f85d7d5425015d83a28ef36644,2c92c0f85d5964dc015d641e660328af,C-00002727,遠隔読影支援サービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,別途課金,,0,,,,,,,,,,,
TRUE,2c92c0f95d7d612e015d83a296a64029,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002721,TERMED,FALSE,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01342549,,,,1342549,,0,,,2,,2100,1,0,2c92c0f95d7d612e015d83a296bb402d,2c92c0f85d4e95ae015d588897b80008,品目【保守】,SKU-00000016,2c92c0f85d59652c015d650352fc2b39,UX141F5 部品保証　通常」のコピー,UX141F5,FALSE,0,PARTS,0,0,0,2c92c0f95d7d612e015d83a296c5402e,2c92c0f95d7d612e015d83a296c5402e,2c92c0f85d59652c015d650353072b3b,C-00002728,部品保証　通常,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2016-08-01,2021-08-01,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a29e146667,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002722,TERMED,FALSE,2016-08-01,2017-08-01,2017-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01342549,,,,1342549,,0,,,2,,2100,0,0,2c92c0f85d7d5425015d83a29e2a666b,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f95d59763b015d5fd4ee4974f3,UX141F5 ウェブサイト開設サポート,UX141F5,FALSE,0,LGCY03,0,0,0,2c92c0f85d7d5425015d83a29e33666c,2c92c0f85d7d5425015d83a29e33666c,2c92c0f95d59763b015d5fd4ee5674f5,C-00002729,ウェブサイト開設サポート,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f95d7d612e015d83a2a5884079,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002723,TERMED,FALSE,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01342549,,,,1342549,,0,,,2,,2100,1,0,2c92c0f95d7d612e015d83a2a5a2407d,2c92c0f95d4e8c14015d58a9b4037dfc,品目【セキュア】,SKU-00000018,2c92c0f95d59763b015d645d742a731a,UX141F5 ウイルス対策サービス,UX141F5,FALSE,0,UXA40T7,0,0,0,2c92c0f95d7d612e015d83a2a5ab407e,2c92c0f95d7d612e015d83a2a5ab407e,2c92c0f95d59763b015d645d7435731c,C-00002730,ウイルス対策サービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2016-08-01,2021-08-01,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a2ad956677,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002724,TERMED,FALSE,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01342549,,,,1342549,,0,,,2,,2100,1,0,2c92c0f85d7d5425015d83a2adaa667b,2c92c0f85d4e95ae015d588897b80008,品目【保守】,SKU-00000016,2c92c0f95d59763b015d64e313600511,UX141F5 部品保証　通常,UX141F5,FALSE,0,PARTS,0,0,0,2c92c0f85d7d5425015d83a2adb4667c,2c92c0f85d7d5425015d83a2adb4667c,2c92c0f95d59763b015d64e3136a0513,C-00002731,部品保証　通常,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2016-08-01,2021-08-01,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d6015d83a2c0a766e6,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002725,TERMED,FALSE,2016-08-01,2017-08-01,2017-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01342549,,,,1342549,,0,,,2,,2100,0,0,2c92c0f85d7d53d6015d83a2c0bc66ea,2c92c0f95d4e8c1c015d5573d9cf6e23,品目【連携】,SKU-00000013,2c92c0f95d59763e015d5def151f3fe3,UX141F5 連携BOX　Lite,UX141F5,FALSE,0,A578,0,0,0,2c92c0f85d7d53d6015d83a2c0c466eb,2c92c0f85d7d53d6015d83a2c0c466eb,2c92c0f95d59763e015d5def152a3fe6,C-00002732,連携BOX　Lite,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d5425015d83a2c93d668f,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002726,TERMED,FALSE,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01342549,,,,1342549,,0,,,2,,2100,1,0,2c92c0f85d7d5425015d83a2c9546693,2c92c0f85d5964da015d63f121123c2c,お任せ【CR】,SKU-00000031,2c92c0f95d59763e015d63f8df572b78,infomity CRお任せﾌﾟﾗﾝ(Sﾌﾟﾗﾝ)定額料金,,FALSE,0,UX141F5,0,0,0,2c92c0f85d7d5425015d83a2c95d6694,2c92c0f85d7d5425015d83a2c95d6694,2c92c0f95d59763e015d63f8df612b7a,C-00002733,infomity CRお任せｵﾝｻｲﾄﾊﾟｯｸ(Sﾌﾟﾗﾝ)定額料金,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2016-08-01,2021-08-01,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,,,0,,,,,,,,,,,
TRUE,2c92c0f95d7d614d015d83a2d0ab3344,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002727,TERMED,FALSE,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01342549,,,,1342549,,0,,,2,,2100,1,0,2c92c0f95d7d614d015d83a2d0c03348,2c92c0f95d4e8c14015d58a9b4037dfc,品目【セキュア】,SKU-00000018,2c92c0f95d59763e015d646e519a1ef9,UX141F5 セキュアインターネット,UX141F5,FALSE,0,UXA40T8,0,0,0,2c92c0f95d7d614d015d83a2d0c93349,2c92c0f95d7d614d015d83a2d0c93349,2c92c0f95d59763e015d646e51a71efb,C-00002734,セキュアインターネット,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2016-08-01,2021-08-01,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f95d7d612e015d83a2df534116,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002728,TERMED,FALSE,2016-08-01,,,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01342549,,,,1342549,,0,,,2,,2100,0,0,2c92c0f95d7d612e015d83a2df68411a,2c92c0f95d4e8c14015d549437fd70f0,品目【課金】,SKU-00000008,2c92c0f95d59763e015d64b823751462,UX141F5 UNITEA胸部骨経時差分処理（TS）,UX141F5,TRUE,0,UX14AAK,0,0,0,2c92c0f95d7d612e015d83a2df72411b,2c92c0f95d7d612e015d83a2df72411b,2c92c0f95d59763e015d64b823811464,C-00002735,UNITEA胸部骨経時差分処理（TS）,Usage,PerUnit,License,1,JPY4000/License,NoChange,,JPY,4000,,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,従量課金,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d3015d83a2e7e0374b,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002729,TERMED,FALSE,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01342549,,,,1342549,,0,,,2,,2100,1,0,2c92c0f85d7d53d3015d83a2e7f5374f,2c92c0f85d59652c015d64af57f0553f,品目【DBA】,SKU-00000045,2c92c0f95d59763e015d64e903f704bd,UX141F5 DATABANK　UNITEA　Cプラン,UX141F5,TRUE,0,UX14053,0,0,0,2c92c0f85d7d53d3015d83a2e7fd3750,2c92c0f85d7d53d3015d83a2e7fd3750,2c92c0f95d59763e015d64e9040304bf,C-00002736,DATABANK　UNITEA　Cプラン,Usage,Tiered,MB,1,0 MB or more: JPY0 flat fee,NoChange,,JPY,,0,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,2016-08-01,2021-08-01,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,,,0,1,0,,0,FlatFee,0,,,,,
TRUE,2c92c0f85d7d53d6015d83a2f37b6755,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,,A00000371,東芝医療用品株式会社,A-S00002730,TERMED,FALSE,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Active,JA01342549,,,,1342549,,0,,,2,,2100,1,0,2c92c0f85d7d53d6015d83a2f38f6759,2c92c0f95d4e8c14015d588b69494e75,品目【共通】,SKU-00000017,2c92c0f95d59764d015d643a1df45afa,UX141F5 スマートアップデートサービス,UX141F5,FALSE,0,RVUP-UNITEA,0,0,0,2c92c0f85d7d53d6015d83a2f398675a,2c92c0f85d7d53d6015d83a2f398675a,2c92c0f95d59764d015d643a1e005afc,C-00002737,スマートアップデートサービス,Recurring,FlatFee,,1,JPY0,NoChange,,JPY,0,,,,,,,,,DefaultFromCustomer,Per_Billing_Period,Month,,IN_ARREARS,AlignToCharge,1,,,,,,,1,2016-08-01,2021-08-01,,,FALSE,,CustomerAcceptance,Subscription_End,,,,0,0,0,0,親に内包,,0,,,,,,,,,,,
TRUE,2c92c0f85d7d53d6015d83a2fef767b0,2c92c0f85d7d53d3015d8370e72d3782,A00000370,ヴェルデ動物病院,1000030649,A00000371,東芝医療用品株式会社,A-S00002731,TERMED,FALSE,2016-08-01,2017-08-01,2017-08-01,2016-08-01,2016-08-01,2021-08-01,60,Month,60,Month,FALSE,RENEW_WITH_SPECIFIC_TERM,60,Month,0,0,,Pending Activation,JA01342549,,,,1342549,,0,,,2,,2100,0,0,2c92c0f85d7d53d6015d83a2ff0d67b6,2c92c0f95d4e8c14015d549437fd70f0,品目【課金】,SKU-00000008,2c92c0f95d59764d015d6487b1cf41f8,UX141F5 CR骨密度測定サービス,UX141F5,TRUE,0,UX14163,0,0,0,2c92c0f85d7d53d6015d83a2ff1667b7,2c92c0f85d7d53d6015d83a2ff1667b7,2c92c0f95d59764d015d6487b1db41fa,C-00002738,CR骨密度測定サービス,Usage,PerUnit,回,1,JPY780/回,NoChange,,JPY,740,,,,,,,,,DefaultFromCustomer,,Month,,,AlignToCharge,,,,,,,EndOfBillingPeriod,1,,,,,FALSE,,CustomerAcceptance,Subscription_End,,,,,,,,従量課金,,0,,,,,,,,,,,
